id,Kanji,Strokes,Grade,"Kanji Classification",JLPT-test,"Name of Radical","Reading within Joyo","Reading beyond Joyo","# of On","On within Joyo","Kanji ID in Nelson","# of Meanings of On","Translation of On","# of Kun within Joyo with inflections","# of Kun within Joyo without inflections","Kun within Joyo","# of Meanings of Kun","Translation of Kun","Year of Inclusion"
1757,賦,15,7,"形声 Phonetic",1,"Kai, Kaihen",フ,,1,fu,5811,6,"ode, prose poem, poetical prose; tribute, exacted service; installment ",0,0,-,0,-,1981
1758,譜,19,7,"形声 Phonetic",1,"Gon, Gonben",フ,,1,fu,5703,8,"music, note, staff, score; album, record, table; genealogy",0,0,-,0,-,1981
1759,侮,8,7,"形声 Phonetic",1,"Hito, Ninben, Hitoyane",ブ、あなど-る,,1,bu,187,2,"despise, make light of",1,1,anado(ru),2,"despise, make light of",1981
1760,武,8,5,"会意 Com. Ideographic",2,Tomeru,ブ、ム,,2,"bu, 	mu",2959,6,"military affairs, military arts, chivalry, military glory, military power, arms",0,0,-,0,-,1981
1761,部,11,3,"形声 Phonetic",2,Oozato,ブ,フ、わ、べ,1,bu,6146,13,"department, bureau, section; faculty; division, class, category; part, portion, region; copy, volume, set",0,0,-,0,-,1981
1762,舞,15,7,"会意 Com. Ideographic",2,Maiashi,ブ、ま-う、まい,,1,bu,4926,5,"dance; flutter about, flit; circle, wheel ",2,2,"ma(u), mai",6,"dance; flutter about, flit; circle, wheel. dancing",1981
1763,封,9,7,"会意 Com. Ideographic",2,Sun,フウ、ホウ,,2,"fuu, 	hoo",1376,4,"seal; sealing; closing. fief",0,0,-,0,-,1981
1764,風,9,2,"形声 Phonetic",3,Kaze,フウ、[フ]、かぜ、[かざ],,2,"fuu, [fu]",6663,23,"wind; air, look, appearance, bearing, mien, deportment; manners, custom; trend, tone, tendency; way, fashion, manner; style, type; disposition, turn of mind; kind; vein; state, condition ",2,2,"kaze, [kaza]",6,"wind, storm, breeze, draft, current of air; a cold ",1981
1765,伏,6,7,"会意 Com. Ideographic",1,"Hito, Ninben, Hitoyane",フク、ふ-せる、ふ-す,,1,fuku,139,3,"bend down, bow down, lie prostrate ",2,1,"fu(seru), fu(su)",9,"bend down, bow down, lie prostrate. turn over, lay face down; cover; lay (pipes), lay (an ambush); hide ",1981
1766,服,8,3,"形声 Phonetic",3,"Tsuki, Tsukihen",フク,,1,fuku,4775,6,"dress, costume, clothes, garment, suit, uniform",0,0,-,0,-,1981
1767,副,11,4,"形声 Phonetic",2,"Katana, Rittoo",フク,フ、そ、ぞ,1,fuku,503,4,"duplicate, copy; assistant, associate ",0,0,-,0,-,1981
1768,幅,12,7,"形声 Phonetic",2,"Haba, Kinben",フク、はば,,1,fuku,1574,4,"hanging scroll, picture; width; counter for scrolls ",1,1,haba,6,"width, breadth, range; difference (in price); power, influence ",1981
1769,復,12,5,"形声 Phonetic",2,Gyooninben,フク,,1,fuku,1760,6,"return to, revert to, be restored to, resume (one's duties); revenge; reward ",0,0,-,0,-,1981
1770,福,13,3,"形声 Phonetic",2,"Shimesu, Shimesuhen",フク,,1,fuku,4105,5,"fortune, blessing, luck, wealth; food which has been offered to gods",0,0,-,0,-,1981
1771,腹,13,6,"形声 Phonetic",2,"Niku, Nikuzuki",フク、はら,,1,fuku,4851,2,"belly, stomach ",1,1,hara,13,"abdomen, belly, bowels, stomach;  heart, mind; intention; courage, spirit, pluck; anger; womb; thickest or widest part ",1981
1772,複,14,5,"形声 Phonetic",2,"Koromo, Koromohen",フク,,1,fuku,5484,4,"double, compound, composite, multiple",0,0,-,0,-,1981
1773,覆,18,7,"形声 Phonetic",1,Nishi,フク、おお-う、くつがえ-す、くつがえ-る,フ,1,fuku,5517,4,"overturn, capsize; fall; be ruined ",3,2,"oo(u), kutsugae(su), kutsugae(ru)",23,"overturn, capsize; fall; be ruined. overthrow; undermine; frustrate; veto; disprove (a theory). cover, veil; hang over; brood over; conceal; overlap; shelter; screen; disguise; wrap, envelop; obscure; shade; overshadow",1981
1774,払,5,7,"形声 Phonetic",2,Tehen,フツ、はら-う,,1,futsu,2062,12,"clear out, sweep away, wipe off, brush off, drive away, banish; prune; parry; pay; dispose of; wield (a sword) sideways; show interest in ",1,1,hara(u),12,"clear out, sweep away, wipe off, brush off, drive away, banish; prune; parry; pay; dispose of; wield (a sword) sideways; show interest in ",1981
1775,沸,8,7,"形声 Phonetic",2,"Mizu, Sanzui, Shitamizu",フツ、わ-く、わ-かす,,1,futsu,3094,9,"boil, get hot; ferment; seethe; be in an uproar; gush out; grow, breed, be hatched ",2,1,"wa(ku), wa(kasu)",11,"boil, get hot; ferment; seethe; be in an uproar; gush out; grow, breed, be hatched. heat up (the bath); melt ",1981
1776,仏,4,5,"形声 Phonetic",2,"Hito, Ninben, Hitoyane",ブツ、ほとけ,フツ,1,butsu,111,2,"Buddha, Buddhism",1,1,hotoke,4,"Buddha; merciful person; Buddhist image; the dead",1981
1777,物,8,3,"形声 Phonetic",3,"Ushi, Ushihen",ブツ、モツ、もの,,2,"butsu, 	motsu",3538,7,"thing, object, matter; somebody, something, success; reason ",1,1,mono,7,"thing, object, matter; somebody, something, success; reason ",1981
1778,粉,10,4,"形声 Phonetic",2,"Kome, Komehen",フン、こ、こな,,1,fun,4390,2,"dust, powder",2,2,"ko,kona",3,"flour, meal, powder ",1981
1779,紛,10,7,"形声 Phonetic",1,"Ito, Itohen",フン、まぎ-れる、まぎ-らす、まぎ-らわす、まぎ-らわしい,まが,1,fun,4452,4,"be mistaken for, be confused with; go astray; be diverted from ",4,1,"magi(reru), magi(rasu), magi(rawasu), magi(rawashii)",11,"be mistaken for, be confused with; go astray; be diverted from. divert, distract; beguile; evade; conceal. misleading, ambiguous ",1981
1780,雰,12,7,"形声 Phonetic",1,"Ame, Amekanmuri",フン,きり,1,fun,6521,1,fog,0,0,-,0,-,1981
1781,噴,15,7,"形声 Phonetic",1,"Kuchi, Kuchihen",フン、ふ-く,,1,fun,900,3,"spout, emit, flush out",1,1,fu(ku),3,"spout, emit, flush out",1981
1782,墳,15,7,"形声 Phonetic",1,"Tsuchi, Tsuchihen",フン,,1,fun,1095,2,"mound; tomb",0,0,-,0,-,1981
1783,憤,15,7,"形声 Phonetic",1,"Kokoro, Risshinben, Shitagokoro",フン、いきどお-る,,1,fun,1990,3,"resent, be indignant, become angry ",1,1,ikidoo(ru),3,"resent, be indignant, become angry ",1981
1784,奮,16,6,"会意 Com. Ideographic",1,Dai,フン、ふる-う,,1,fun,1172,3,"be invigorated, be spirited, flourish",1,1,furu(u),3,"be invigorated, be spirited, flourish",1981
1785,分,4,2,"会意 Com. Ideographic",4,"Katana, Rittoo",ブン、フン、ブ、わ-ける、わ-かれる、わ-かる、わ-かつ,,3,"bun, fun, bu",454,25,"dividing; part, segment; share; ration; rate; degree; one's lot, one's status; relation; duty; kind, lot. a minute of time; one-sixtieth of a degree; one-tenth of a momme. rate, part, percentage; one percent; thickness; odds; chance of winning; one-tenth of a shaku; one quarter of a ryo ",4,1,"wa(keru), wa(kareru), wa(karu), wa(katsu)",33,"understand, comprehend; know, be known, be identified; be open to reason, be sensible; can tell (what will happen); appreciate; be announced; be discovered; recognize. divide, split, separate; isolate; distribute, share; distinguish; spare. share with; distinguish between. branch off, diverge from, fork; split; be divided; part with; be divorced; bid farewell; break up, disperse, scatter ",1981
1786,文,4,1,"象形 Pictographic",3,Bun,ブン、モン、ふみ,あや、もじ,2,"bun, 	mon",2364,15,"1/100 of a hyakume; crest; figures. literary text, production, composition; sentence; style; literature, art; the pen; civil affairs; decoration; characters; elegance ",1,1,fumi,2,"letter, note",1981
1787,聞,14,2,"形声 Phonetic",4,"Mimi, Mimihen",ブン、モン、き-く、き-こえる,,2,"bun, 	mon",4732,5,"hear, listen to; learn of; inquire; follow advice ",2,1,"ki(ku), ki(koeru)",11,"hear, listen to; learn of; inquire; follow advice. be heard; sound, ring, seem; be well known; be reasonable ",1981
1788,丙,5,7,"象形 Pictographic",1,Ichi,ヘイ,ひのえ,1,hei,15,2,"C, third",0,0,-,0,-,1981
1789,平,5,3,"会意 Com. Ideographic",2,Ichijuu,ヘイ、ビョウ、たい-ら、ひら,ヒョウ、ピョウ,2,"hei, 	byoo",1590,2,"level, peaceful",2,2,"tai(ra), hira",9,"flat, smooth; calm; a plain; sitting tailor fashion. earnestly, humbly. common, ordinary ",1981
1790,兵,7,4,"会意 Com. Ideographic",2,Hachi,ヘイ、ヒョウ,つわもの,2,"hei, 	hyoo",374,8,"soldier, private; troops, army; warfare; arms; strategy, tactics",0,0,-,0,-,1981
1791,併,8,7,"形声 Phonetic",1,"Hito, Ninben, Hitoyane",ヘイ、あわ-せる,しか,1,hei,190,2,"get together, unite ",1,1,awa(seru),2,"get together, unite ",1981
1792,並,8,6,"会意 Com. Ideographic",2,Ni,ヘイ、なみ、なら-べる、なら-ぶ、なら-びに,な,1,hei,24,5,"line up, be in a row; rank with, rival, equal ",4,2,"nami, mara(beru), nara(bu), nara(bini)",19,"line up, be in a row; rank with, rival, equal. arrange, place in order, marshal, put side by side, display, serve (food); enumerate; compare with. common, ordinary, average. and, besides, as well as",1981
1793,柄,9,7,"形声 Phonetic",1,"Ki, Kihen",ヘイ、がら、え,,1,hei,2627,7,"handle, crank, grip, hilt, shaft, knob, spoke (of steering wheel on a ship) ",2,2,"gara, e",12,"handle, crank, grip, hilt, shaft, knob, spoke (of steering wheel on a ship). pattern, design; build; character, nature ",1981
1794,陛,10,6,"形声 Phonetic",1,Kozatohen,ヘイ,,1,hei,6444,1,"steps (of the throne)",0,0,-,0,-,1981
1795,閉,11,6,"会意 Com. Ideographic",2,Mongamae,ヘイ、と-じる、と-ざす、し-める、し-まる,,1,hei,6385,2,"shut, close",4,2,"to(jiru), to(zasu), shi(meru), shi(maru)",5,"shut, close. lock, fasten; plunge (in grief)",1981
1796,塀,12,7,"形声 Phonetic",1,"Tsuchi, Tsuchihen",ヘイ,,1,hei,1051,2,"wall, fence",0,0,-,0,-,1981
1797,幣,15,7,"形声 Phonetic",1,"Haba, Kinben",ヘイ,ぬさ,1,hei,1585,4,"Shinto zigzag paper offerings; bad habit; humble prefix; gift",0,0,-,0,-,1981
1798,弊,15,7,"形声 Phonetic",1,"Komanuki, Nijuuashi",ヘイ,,1,hei,1670,8,"evil, abuse, vice, bad custom; breakage; our (humble); Shinto zigzag paper offering; tribute ",0,0,-,0,,1981
1799,蔽,15,7,"形声 Phonetic",-,Kusakanmuri,ヘイ,おお,1,hei,5193,9,"cover, covering; shade; mantle, coat; hood, bonnet; casing; awning",0,0,-,0,-,2010
1800,餅,15,7,"形声 Phonetic",-,"Shoku, Shokuhen",ヘイ、もち,,1,hei,6689,1,"rice cake",1,1,mochi,1,"rice cake",2010
1801,米,6,2,"象形 Pictographic",2,"Kome, Komehen",ベイ、マイ、こめ,よね,2,"bei, 	mai",4380,2,"rice, U.S.A.",1,1,kome,1,rice,1981
1802,壁,16,7,"形声 Phonetic",1,"Tsuchi, Tsuchihen",ヘキ、かべ,,1,heki,1103,4,"wall; lining (of the stomach); fence; partition",1,1,kabe,1,wall,1981
1803,璧,18,7,"形声 Phonetic",-,"Tama, Oo",ヘキ,,1,heki,3679,4,"ball, bowl, sphere, bulb",0,0,-,0,-,2010
1804,癖,18,7,"形声 Phonetic",1,Yamaidare,ヘキ、くせ,,1,heki,3848,1,habit,1,1,kuse,8,"habit, peculiality, vice, trait, fault; curl, kink; mannerism",1981
1805,別,7,4,"会意 Com. Ideographic",3,"Katana, Rittoo",ベツ、わか-れる,,1,betsu,467,8,"divide, split, separate; isolate; distribute, share; distinguish; spare ",1,1,waka(reru),11,"branch off, diverge from, fork; split; be divided; part with; be divorced; bid farewell; break up, disperse, scatter ",1981
1806,蔑,14,7,"会意 Com. Ideographic",-,Kusakanmuri,ベツ、さげす-む,,1,betsu,5179,4,"ignore, despise, neglect, ridicule",1,1,sagesu(mu),2,"despise, ridicule",2010
1807,片,4,6,"象形 Pictographic",2,Katahen,ヘン、かた,,1,hen,3525,4,"leaf, sheet, petal, flake",1,1,kata,4,"one (eye, etc.); single (shift, etc.); one-way; one-sided",1981
1808,辺,5,4,"形声 Phonetic",2,Shinnyoo,ヘン、あた-り、べ,ふち、は、へ,1,hen,6011,9,"side; boundary, border; beach; region, district, rural areas; vicinity; approximation ",2,2,"ata(ri), be",1,vicinity,1981
1809,返,7,3,"形声 Phonetic",2,Shinnyoo,ヘン、かえ-す、かえ-る,,1,hen,6020,1,answer,2,1,"kae(su), kae(ru)",13,"go back; return to former employer; (colors) fade. return, give back; repay; put back; overturn; requite (favors); take vengeance; turn around; answer; regurgitate ",1981
1810,変,9,4,"会意 Com. Ideographic",2,Suinyoo,ヘン、か-わる、か-える,,1,hen,1119,5,"change; accident, calamity; uprising; something strange ",2,1,"ka(waru), ka(eru)",10,"change, vary; be revised; be different; be queer; move; be transferred. vary convert; revise, amend ",1981
1811,偏,11,7,"形声 Phonetic",1,"Hito, Ninben, Hitoyane",ヘン、かたよ-る,,1,hen,277,3,"side; left radical of a character; inclining",1,1,katayo(ru),3,"lean, incline; be biased ",1981
1812,遍,12,7,"形声 Phonetic",1,Shinnyoo,ヘン,あまね,1,hen,6086,1,times,0,0,-,0,-,1981
1813,編,15,5,"形声 Phonetic",2,"Ito, Itohen",ヘン、あ-む,,1,hen,4552,5,"compilation, editing; completed poem; a book; a part of a book ",1,1,a(mu),10,"knit, plait, braid, net, weave, twist, crochet; compile, edit, frame ",1981
1814,弁,5,5,"象形 Pictographic",1,"Komanuki, Nijuuashi",ベン,わきま,1,ben,1663,7,"braid. petal, valve. discrimination. speech, dialect; oratory ",0,0,-,0,-,1981
1815,便,9,4,"会意 Com. Ideographic",2,"Hito, Ninben, Hitoyane",ベン、ビン、たよ-り,,2,"ben, 	bin",219,8,"convenience, facility; excreta, stools; evacuation. chance; mail, letter ",1,1,tayo(ri),3,"news, tidings; connection ",1981
1816,勉,10,3,"形声 Phonetic",3,Chikara,ベン,つと,1,ben,543,8,"serve, fill a post, serve under; exert oneself, endeavor, work, be diligent; play (the part of) ",0,0,-,0,-,1981
1817,歩,8,2,"会意 Com. Ideographic",3,Tomeru,ホ、ブ、[フ]、ある-く、あゆ-む,,3,"ho, bu, [fu]",2958,8,"step, pace; foot soldier. rate, six feet square, tsubo; change of winning. pawn (in Japanese chess) ",2,2,"aru(ku), ayu(mu)",3,"walk, hike, step",1981
1818,保,9,5,"会意 Com. Ideographic",1,"Hito, Ninben, Hitoyane",ホ、たも-つ,やす,1,ho,222,1,guarantee,1,1,tamo(tsu),12,"keep, preserve, hold, retain, maintain; support, sustain; last, endure, keep well (food), wear well, be durable ",1981
1819,哺,10,7,"形声 Phonetic",-,"Kuchi, Kuchihen",ホ,,1,ho,810,1,"taking in the mouth",0,0,-,0,-,2010
1820,捕,10,7,"形声 Phonetic",2,Tehen,ホ、と-らえる、と-らわれる、と-る、つか-まえる、つか-まる,,1,ho,2170,3,"catch, arrest, capture ",5,2,"to(raeru), to(rawareru), to(ru), tsuka(maeru), tsuka(maru)",8,"catch, arrest, capture. be caught, be captured. be arrested; be a slave to; be seized with ",1981
1821,補,12,6,"形声 Phonetic",2,"Koromo, Koromohen",ホ、おぎな-う,フ,1,ho,5464,2,"assistant, learner",1,1,ogina(u),8,"supply, make good, make up (losses), stop (a gap), offset, piece out; compensate for; supplement",1981
1822,舗,15,7,"形声 Phonetic",1,"Hito, Ninben, Hitoyane",ホ,,1,ho,322,2,"shop, store",0,0,-,0,-,1981
1823,母,5,2,"象形 Pictographic",4,"Haha, Hahanokan",ボ、はは,モ,1,bo,3005,3,"mother; cause; motive",1,1,haha,3,"mother; cause; motive",1981
1824,募,12,7,"形声 Phonetic",2,Chikara,ボ、つの-る,,1,bo,551,5,"gather (contributions); campaign (for students); float (a loan); enlist (troops); grow violent",1,1,tsuno(ru),5,"gather (contributions); campaign (for students); float (a loan); enlist (troops); grow violent",1981
1825,墓,13,5,"形声 Phonetic",1,"Tsuchi, Tsuchihen",ボ、はか,,1,bo,1073,2,"grave, tomb",1,1,haka,2,"grave, tomb",1981
1826,慕,14,7,"形声 Phonetic",1,"Kokoro, Risshinben, Shitagokoro",ボ、した-う,,1,bo,1948,4,"yearn for, love dearly, adore, follow",1,1,shita(u),4,"yearn for, love dearly, adore, follow",1981
1827,暮,14,6,"形声 Phonetic",2,"Nichi, Nichihen",ボ、く-れる、く-らす,,1,bo,2508,3,"live, make a living; spend (one's time) ",2,1,"ku(reru), ku(rasu)",8,"live, make a living; spend (one's time). get dark; (the sun) sets; (the season) ends; (time) passes; be overwhelmed ",1981
1828,簿,19,7,"形声 Phonetic",1,"Take, Takekanmuri",ボ,,1,bo,4364,1,"record, book",0,0,-,0,-,1981
1829,方,4,2,"象形 Pictographic",3,"Hoo, Hoohen",ホウ、かた,まさ、あ,1,hoo,2389,10,"direction, way; side; part; square; way, method, means, scheme, process ",1,1,kata,3,"direction; settlement; person",1981
1830,包,5,4,"象形 Pictographic",2,Tsutsumigamae,ホウ、つつ-む,,1,hoo,572,5,"wrap, pack up; cover with; dress in; conceal ",1,1,tsutsu(mu),5,"wrap, pack up; cover with; dress in; conceal ",1981
1831,芳,7,7,"形声 Phonetic",1,Kusakanmuri,ホウ、かんば-しい,かお,1,hoo,4979,1,fragrance,1,1,kanba(shii),3,"fragrant, balmy, favorable",1981
1832,邦,7,7,"形声 Phonetic",1,Oozato,ホウ,くに,1,hoo,6130,1,country,0,0,-,0,-,1981
1833,奉,8,7,"会意 Com. Ideographic",1,Dai,ホウ、[ブ]、たてまつ-る,,2,"hoo, [bu]",1149,6,"present, dedicate; obey, follow, believe in, serve ",1,1,tatematsu(ru),4,"offer, present; revere; do respectfully",1981
1834,宝,8,6,"形声 Phonetic",2,Ukanmuri,ホウ、たから,ホ、ボ,1,hoo,1320,1,treasure,1,1,takara,5,"treasure, valuables; wealth; jewels; mammon",1981
1835,抱,8,7,"形声 Phonetic",2,Tehen,ホウ、だ-く、いだ-く、かか-える,,1,hoo,2125,4,"hug, embrace, hold in the arms; sit (on eggs) ",3,3,"da(ku), ida(ku), kaka(eru)",10,"hug, embrace, hold in the arms; sit (on eggs). entertain (hope); cherish (a desire); harbor (malice); hold, have. hold or carry under or in the arms ",1981
1836,放,8,3,"会意 Com. Ideographic",2,Nobun,ホウ、はな-す、はな-つ、はな-れる、ほう-る,いた,1,hoo,2333,9,"set free, release, fire, shoot; circulate (rumors); emit, give out; set fire to; banish ",4,2,"hana(su), hana(tsu), hana(reru), hoo(ru)",19,"set free, release, fire, shoot; circulate (rumors); emit, give out; set fire to; banish. let go, disengage; liberate. free oneself from. throw, hurl, toss; give up; neglect; let alone ",1981
1837,法,8,4,"会意 Com. Ideographic",2,"Mizu, Sanzui, Shitamizu",ホウ、[ハッ]、[ホッ],のっと、のり,3,"hoo, [haQ], [hoQ]",3107,19,"law, rule, principle; legislation, regulation; code; method, way, model, manner, system, process, art, technique; rites, religion, doctrine; reason; mood (of verbs) ",0,0,-,0,-,1981
1838,泡,8,7,"形声 Phonetic",1,"Mizu, Sanzui, Shitamizu",ホウ、あわ,,1,hoo,3093,5,"bubble, foam, froth, scum, suds ",1,1,awa,5,"bubble, foam, froth, scum, suds ",1981
1839,胞,9,7,"形声 Phonetic",1,"Niku, Nikuzuki",ホウ,,1,hoo,4788,5,"theca, sac, sheath, case; placenta",0,0,-,0,-,1981
1840,俸,10,7,"形声 Phonetic",1,"Hito, Ninben, Hitoyane",ホウ,,1,hoo,249,1,salary,0,0,-,0,-,1981
1841,倣,10,7,"形声 Phonetic",1,"Hito, Ninben, Hitoyane",ホウ、なら-う,,1,hoo,235,3,"imitate, follow, emulate",1,1,nara(u),3,"imitate, follow, emulate",1981
1842,峰,10,7,"形声 Phonetic",1,"Yama, Yamahen",ホウ、みね,ブ、プ,1,hoo,1473,4,"peak, summit, top; back (of a sword)",1,1,mine,4,"peak, summit, top; back (of a sword)",1981
1843,砲,10,7,"形声 Phonetic",1,"Ishi, Ishihen",ホウ,,1,hoo,3998,6,"gun, cannon, battery; gunnery, ordnance, artillery ",0,0,-,0,-,1981
1844,崩,11,7,"形声 Phonetic",1,"Yama, Yamahen",ホウ、くず-れる、くず-す,,1,hoo,1491,1,die,2,1,"kuzu(reru), kuzu(su)",14,"demolish, destroy level (a hill); crumble (bread); change (money); simplify; put in disorder; cut (prices). crumble, collapse, cave in, be destroyed, get out of shape; be routed; worsen (weather) ",1981
1845,訪,11,6,"形声 Phonetic",2,"Gon, Gonben",ホウ、おとず-れる、たず-ねる,と,1,hoo,5571,2,"visit, call on",2,2,"otozu(reru), tazu(neru)",3,"visit, call on. look up",1981
1846,報,12,5,"会意 Com. Ideographic",2,"Tsuchi, Tsuchihen",ホウ、むく-いる,し,1,hoo,1059,4,"news, report; reward, retribution ",1,1,muku(iru),4,"reward, compensate; repay; revenge ",1981
1847,蜂,13,7,"形声 Phonetic",-,"Mushi, Mushihen",ホウ、はち,,1,hoo,5331,3,"bee, wasp, hornet",1,1,hachi,3,"bee, wasp, hornet",2010
1848,豊,13,5,"象形 Pictographic",2,Mame,ホウ、ゆた-か,ブ,1,hoo,5737,3,"abundant, rich, fruitful",1,1,yuta(ka),3,"abundant, rich, fruitful",1981
1849,飽,13,7,"形声 Phonetic",1,"Shoku, Shokuhen",ホウ、あ-きる、あ-かす,,1,hoo,6684,3,"get tired of, lose interest in, have enough ",2,1,"a(kiru), a(kasu)",8,"get tired of, lose interest in, have enough. satiate, surfeit; bore, tire, weary ",1981
1850,褒,15,7,"形声 Phonetic",1,"Koromo, Koromohen",ホウ、ほ-める,,1,hoo,5483,2,"praise, extol",1,1,ho(meru),2,"praise, commend",1981
1851,縫,16,7,"形声 Phonetic",1,"Ito, Itohen",ホウ、ぬ-う,,1,hoo,4550,3,"sew, stich, embroider",1,1,nu(u),3,"sew, stich, embroider",1981
1852,亡,3,6,"象形 Pictographic",2,Nabebuta,ボウ、[モウ]、な-い,ほろ,2,"boo, [moo]",86,4,"my late, the late; dying; being destroyed ",1,1,na(-i),2,"the late, the deceased",1981
1853,乏,4,7,"象形 Pictographic",1,No,ボウ、とぼ-しい,,1,boo,46,5,"meager, scarce, limited; destitute, hard up ",1,1,tobo(shii),5,"meager, scarce, limited; destitute, hard up ",1981
1854,忙,6,7,"形声 Phonetic",2,"Kokoro, Risshinben, Shitagokoro",ボウ、いそが-しい,,1,boo,1783,2,"busy, occupied",1,1,isoga(shii),2,"busy, occupied",1981
