id,"Comp. Word",Frequency,"Grammatical Feature",Pronunciation,"English Translation",Position,Kanji,KanjiID
17152,鉄扉,31,"general noun",teppi,"iron door",L,鉄,1469
17509,鉄柵,28,"general noun",tessaku,"iron railing or fence",L,鉄,1469
17636,鉄槌,27,"general noun",tettui,hammer,L,鉄,1469
17911,鉄火,25,"adjectival noun, na-adjective",tekka,"red-hot iron",L,鉄,1469
18070,鉄材,24,"general noun",tetuzai,"iron material",L,鉄,1469
18396,鉄管,22,"general noun",tekkan,"iron pipe",L,鉄,1469
18513,鉄血,21,"general noun",tekketu,"blood and iron",L,鉄,1469
19664,鉄筆,15,"general noun",teppitu,stylus,L,鉄,1469
19906,鉄山,14,"general noun",tetuzan,"iron mine",L,鉄,1469
20989,鉄兜,10,"general noun",tetukabuto,"steel helmet",L,鉄,1469
22184,鉄剤,7,"general noun",tetuzai,"iron preparations",L,鉄,1469
22685,鉄火,6,"general noun",tekka,"red-hot iron",L,鉄,1469
23880,鉄鎖,4,"general noun",tessa,"iron chain",L,鉄,1469
23881,鉄心,4,"general noun",tessin,"iron core",L,鉄,1469
23882,鉄扇,4,"general noun",tessen,"iron-ribbed fan",L,鉄,1469
23883,鉄泉,4,"general noun",tessen,"chalybeate spring",L,鉄,1469
25718,鉄床,2,"general noun",kanatoko,anvil,L,鉄,1469
25719,鉄色,2,"general noun",tetuiro,reddish-black,L,鉄,1469
27289,鉄石,1,"general noun",tesseki,"iron and stone",L,鉄,1469
3347,製鉄,2256,"light-verb -suru attached",seitetu,"iron manufacture",R,鉄,1469
5817,電鉄,809,"general noun",dentetu,"electric railway",R,鉄,1469
5832,私鉄,803,"general noun",sitetu,"private railway",R,鉄,1469
6387,鋼鉄,663,"general noun",kootetu,steel,R,鉄,1469
8308,非鉄,362,"general noun",hitetu,non-ferrous,R,鉄,1469
15104,鋳鉄,55,"general noun",tyuutetu,"cast iron",R,鉄,1469
16357,蹄鉄,39,"general noun",teitetu,horseshoe,R,鉄,1469
16441,寸鉄,38,"general noun",suntetu,"short blade",R,鉄,1469
17891,銑鉄,25,"general noun",sentetu,"pig iron",R,鉄,1469
18800,砂鉄,19,"general noun",satetu,"iron sand",R,鉄,1469
19651,鍛鉄,15,"general noun",tantetu,"tempering iron",R,鉄,1469
21490,引鉄,8,"general noun",hikigane,trigger,R,鉄,1469
21758,軟鉄,8,"general noun",nantetu,"soft iron",R,鉄,1469
22627,蘇鉄,6,"general noun",sotetu,"sago cycad",R,鉄,1469
25236,屑鉄,2,"general noun",kuzutetu,"scrap iron",R,鉄,1469
26076,錬鉄,2,"general noun",rentetu,"wrought iron",R,鉄,1469
26476,金鉄,1,"general noun",kintetu,"gold and iron",R,鉄,1469
27809,練鉄,1,"general noun",rentetu,"wrought iron",R,鉄,1469
928,徹底,12634,"light-verb -suru attached",tettei,thoroughness,L,徹,1470
4900,徹夜,1150,"light-verb -suru attached",tetuya,"all night",L,徹,1470
27288,徹宵,1,"general noun",tessyoo,"all night",L,徹,1470
8993,冷徹,294,"adjectival noun, na-adjective",reitetu,cool-headedness,R,徹,1470
9135,貫徹,281,"light-verb -suru attached",kantetu,accomplishment,R,徹,1470
11964,透徹,129,"light-verb -suru attached",tootetu,penetration,R,徹,1470
13658,一徹,81,"adjectival noun, na-adjective",ittetu,obstinate,R,徹,1470
18730,冷徹,20,"general noun",reitetu,cool-headedness,R,徹,1470
766,撤退,15380,"light-verb -suru attached",tettai,evacuation,L,撤,1471
1782,撤回,5797,"light-verb -suru attached",tekkai,withdrawal,L,撤,1471
2107,撤去,4446,"light-verb -suru attached",tekkyo,withdrawal,L,撤,1471
2138,撤廃,4355,"light-verb -suru attached",teppai,annulment,L,撤,1471
5284,撤収,997,"light-verb -suru attached",tessyuu,removal,L,撤,1471
10731,撤兵,179,"light-verb -suru attached",teppei,"withdrawal of troops",L,撤,1471
1007,天皇,11678,"general noun",tennoo,"Emperor of Japan",L,天,1472
1661,天然,6238,"general noun",tennen,nature,L,天,1472
2716,天井,3092,"general noun",tenzyoo,ceiling,L,天,1472
2720,天元,3085,"general noun",tengen,"central black dot on a go board",L,天,1472
2900,天才,2786,"general noun",tensai,genius,L,天,1472
3053,天気,2584,"general noun",tenki,weather,L,天,1472
3480,天候,2115,"general noun",tenkoo,weather,L,天,1472
3580,天国,2029,"general noun",tengoku,paradise,L,天,1472
4826,天空,1178,"general noun",tenkuu,sky,L,天,1472
5032,天使,1100,"general noun",tensi,angel,L,天,1472
5120,天下,1065,"general noun",tenka,"the whole world",L,天,1472
5255,天体,1009,"general noun",tentai,"heavenly body",L,天,1472
5882,天文,792,"general noun",tenmon,astronomy,L,天,1472
6442,天理,651,"general noun",tenri,"natural laws",L,天,1472
7106,天神,527,"general noun",tenzin,"heavenly god",L,天,1472
7882,天狗,413,"general noun",tengu,"long-nosed goblin",L,天,1472
8190,天敵,374,"general noun",tenteki,"natural enemy",L,天,1472
8550,天災,338,"general noun",tensai,"natural calamity",L,天,1472
8827,天地,309,"general noun",tenti,"heaven and earth",L,天,1472
9589,天上,245,"general noun",tenzyoo,"the heavens",L,天,1472
9624,天性,243,"general noun",tensei,nature,L,天,1472
10017,天命,219,"general noun",tenmei,"God's will",L,天,1472
10322,天王,201,"general noun",tennoo,"heavenly king",L,天,1472
10922,天草,170,"general noun",tengusa,"any red algae in the family Gelidiaceae",L,天,1472
11118,天職,161,"general noun",tensyoku,vocation,L,天,1472
11752,天女,136,"general noun",tennyo,"heavenly nymph",L,天,1472
12241,天日,120,"general noun",tenpi,"the sun",L,天,1472
12456,天窓,113,"general noun",tenmado,skylight,L,天,1472
12652,天声,107,"general noun",tensei,"heavenly voice",L,天,1472
12846,天馬,102,"general noun",tenba,"flying horse",L,天,1472
12885,天守,101,"general noun",tensyu,"castle tower",L,天,1472
12987,天寿,98,"general noun",tenzyu,"natural span of life",L,天,1472
13047,天頂,96,"general noun",tentyoo,zenith,L,天,1472
13136,天性,94,"possible to use as an adverb",tensei,nature,L,天,1472
13267,天明,91,"general noun",tenmei,dawn,L,天,1472
13338,天子,89,"general noun",tensi,"the emperor",L,天,1472
13508,天来,85,"general noun",tenrai,heavenly,L,天,1472
13815,天心,78,"general noun",tensin,zenith,L,天,1472
14314,天外,68,"general noun",tengai,"beyond the heavens",L,天,1472
14315,天秤,68,"general noun",tenbin,scales,L,天,1472
14537,天丼,64,"general noun",tendon,"tempura served over a bowl of rice",L,天,1472
14650,天罰,62,"general noun",tenbatu,"divine punishment",L,天,1472
14987,天堂,57,"general noun",tendoo,heaven,L,天,1472
15246,天網,53,"general noun",tenmoo,"heaven's vengeance",L,天,1472
15616,天覧,48,"general noun",tenran,"imperial inspection",L,天,1472
15843,天誅,45,"general noun",tentyuu,"heaven's punishment",L,天,1472
15932,天真,44,"general noun",tensin,naivete,L,天,1472
15933,天道,44,"general noun",tentoo,"the sun",L,天,1472
16189,天竺,41,"general noun",tenziku,India,L,天,1472
16190,天佑,41,"general noun",tenyuu,"divine aid",L,天,1472
16645,天分,36,"general noun",tenbun,"one's nature",L,天,1472
16756,天賦,35,"general noun",tenpu,"natural talent",L,天,1472
16757,天目,35,"general noun",tenmoku,"bowl with a wide brim and a narrow base",L,天,1472
16857,天界,34,"general noun",tenkai,heaven,L,天,1472
17052,天球,32,"general noun",tenkyuu,"celestial sphere",L,天,1472
17053,天人,32,"general noun",tennin,"nature and man",L,天,1472
17259,天領,30,"general noun",tenryoo,"imperial fief",L,天,1472
17510,天啓,28,"general noun",tenkei,revelation,L,天,1472
17912,天為,25,"general noun",teni,providential,L,天,1472
18209,天涯,23,"general noun",tengai,horizon,L,天,1472
18210,天水,23,"general noun",tensui,"rain water",L,天,1472
18514,天与,21,"general noun",tenyo,godsend,L,天,1472
18677,天蓋,20,"general noun",tengai,canopy,L,天,1472
18862,天幕,19,"general noun",tenmaku,curtain,L,天,1472
19036,天孫,18,"general noun",tenson,"descendant of a god",L,天,1472
19454,天蚕,16,"general noun",tensan,"Japanese oak silkmoth",L,天,1472
19665,天辺,15,"general noun",teppen,top,L,天,1472
19907,天恵,14,"general noun",tenkei,"Heaven's blessing",L,天,1472
20145,天袋,13,"general noun",tenbukuro,"storage space above closet",L,天,1472
20146,天帝,13,"general noun",tentei,Lord,L,天,1472
20413,天意,12,"general noun",teni,"divine will",L,天,1472
20414,天成,12,"general noun",tensei,nature,L,天,1472
22686,天眼,6,"general noun",tengan,"the heavenly eye",L,天,1472
22687,天主,6,"general noun",tensyu,"Lord of Heaven",L,天,1472
22688,天測,6,"general noun",tensoku,"astronomical observation",L,天,1472
22689,天籟,6,"general noun",tenrai,"sound of wind",L,天,1472
23225,天朝,5,"general noun",tentyoo,"imperial court",L,天,1472
23886,天運,4,"general noun",tenun,destiny,L,天,1472
23887,天火,4,"general noun",tenka,"fire caused by lightning",L,天,1472
23888,天変,4,"general noun",tenpen,"natural calamity",L,天,1472
23889,天魔,4,"general noun",tenma,"demon of the sixth heaven in the realm of desire who tries to prevent people from doing good",L,天,1472
24661,天恩,3,"general noun",tenon,"blessings of heaven",L,天,1472
24662,天工,3,"general noun",tenkoo,"work of nature",L,天,1472
24663,天象,3,"general noun",tensyoo,weather,L,天,1472
24664,天譴,3,"general noun",tenken,"divine punishment",L,天,1472
25721,天機,2,"general noun",tenki,"secret of nature",L,天,1472
25722,天授,2,"general noun",tenzyu,"natural gifts",L,天,1472
27291,天険,1,"general noun",tenken,"natural defences",L,天,1472
27292,天際,1,"general noun",tensai,horizon,L,天,1472
27293,天資,1,"general noun",tensi,nature,L,天,1472
27294,天助,1,"general noun",tenzyo,"divine aid",L,天,1472
907,楽天,13010,"general noun",rakuten,optimism,R,天,1472
5569,雨天,891,"general noun",uten,"rainy weather",R,天,1472
7989,先天,398,"general noun",senten,inherent,R,天,1472
8018,仰天,394,"light-verb -suru attached",gyooten,"being amazed",R,天,1472
8377,晴天,355,"general noun",seiten,"fine weather",R,天,1472
8406,好天,352,"general noun",kooten,"fine weather",R,天,1472
8778,寒天,314,"general noun",kanten,"freezing weather",R,天,1472
10735,弁天,179,"general noun",benten,Benten,R,天,1472
11016,荒天,166,"general noun",kooten,"stormy weather",R,天,1472
11332,満天,153,"general noun",manten,"the whole sky",R,天,1472
14059,露天,73,"general noun",roten,"open air",R,天,1472
14175,炎天,70,"general noun",enten,"blazing heat",R,天,1472
14497,回天,64,"general noun",kaiten,"changing the world",R,天,1472
14651,曇天,62,"general noun",donten,weather,R,天,1472
15360,後天,51,"general noun",kooten,"a posteriori",R,天,1472
15525,水天,49,"general noun",suiten,"water and sky",R,天,1472
16362,南天,39,"general noun",nanten,"the southern sky",R,天,1472
16435,昇天,38,"light-verb -suru attached",syooten,death,R,天,1472
16528,上天,37,"general noun",zyooten,heaven,R,天,1472
18472,在天,21,"light-verb -suru attached",zaiten,"in heaven",R,天,1472
18500,蒼天,21,"general noun",sooten,"blue sky",R,天,1472
18648,青天,20,"general noun",seiten,"blue sky",R,天,1472
18686,脳天,20,"general noun",nooten,"crown of head",R,天,1472
18936,干天,18,"general noun",kanten,drought,R,天,1472
19111,一天,17,"general noun",itten,"the whole sky",R,天,1472
19302,梵天,17,"general noun",bonten,Brahma-Deva,R,天,1472
19889,中天,14,"general noun",tyuuten,mid-air,R,天,1472
20464,野天,12,"general noun",noten,"in the open",R,天,1472
20837,暁天,10,"general noun",gyooten,dawn,R,天,1472
21334,東天,9,"general noun",tooten,"the eastern sky",R,天,1472
24261,九天,3,"general noun",kyuuten,sky,R,天,1472
26921,衝天,1,"general noun",syooten,"high spirits",R,天,1472
27437,半天,1,"general noun",hanten,"traditional short winter coat resembling a haori without gussets",R,天,1472
27869,旱天,1,"general noun",kanten,drought,R,天,1472
3265,典型,2336,"general noun",tenkei,type,L,典,1473
5248,典範,1011,"general noun",tenpan,model,L,典,1473
12680,典礼,106,"general noun",tenrei,ceremony,L,典,1473
16027,典籍,43,"general noun",tenseki,books,L,典,1473
16755,典雅,35,"adjectival noun, na-adjective",tenga,grace,L,典,1473
18676,典侍,20,"general noun",tenzi,"maid of honor",L,典,1473
20144,典拠,13,"general noun",tenkyo,authority,L,典,1473
21747,典雅,8,"general noun",tenga,grace,L,典,1473
23884,典故,4,"general noun",tenko,"authentic precedent",L,典,1473
23885,典座,4,"general noun",tenzo,"one of the six administrators of a Zen temple",L,典,1473
25720,典薬,2,"general noun",tenyaku,"court physician",L,典,1473
1744,式典,5928,"general noun",sikiten,ceremony,R,典,1473
2364,古典,3806,"general noun",koten,"old book",R,典,1473
3730,辞典,1891,"general noun",ziten,dictionary,R,典,1473
3739,祭典,1882,"general noun",saiten,festival,R,典,1473
4003,事典,1645,"general noun",ziten,cyclopedia,R,典,1473
5849,特典,799,"general noun",tokuten,privilege,R,典,1473
9567,香典,246,"general noun",kooden,"gift brought to a funeral",R,典,1473
10242,聖典,205,"general noun",seiten,scriptures,R,典,1473
10668,原典,181,"general noun",genten,original,R,典,1473
10693,経典,180,"general noun",keiten,"sacred books",R,典,1473
10917,祝典,170,"general noun",syukuten,celebration,R,典,1473
10972,出典,168,"general noun",syutten,source,R,典,1473
11328,大典,153,"general noun",taiten,"state ceremony",R,典,1473
12217,栄典,120,"general noun",eiten,honours,R,典,1473
13114,儀典,94,"general noun",giten,ceremony,R,典,1473
13308,法典,90,"general noun",hooten,"code of law",R,典,1473
13386,仏典,88,"general noun",butten,"Buddhist scriptures",R,典,1473
15369,字典,51,"general noun",ziten,"character dictionary",R,典,1473
16493,恩典,37,"general noun",onten,favour,R,典,1473
16599,教典,36,"general noun",kyooten,scriptures,R,典,1473
19002,成典,18,"general noun",seiten,"law code",R,典,1473
21396,宝典,9,"general noun",hooten,"precious book",R,典,1473
22905,外典,5,"general noun",geten,Apocrypha,R,典,1473
22910,楽典,5,"general noun",gakuten,"compositional rules",R,典,1473
26682,国典,1,"general noun",kokuten,"national law",R,典,1473
27538,文典,1,"general noun",bunten,grammar,R,典,1473
27794,礼典,1,"general noun",reiten,etiquette,R,典,1473
1040,店舗,11352,"general noun",tenpo,shop,L,店,1474
2253,店員,4062,"general noun",tenin,"shop assistant",L,店,1474
2300,店頭,3970,"general noun",tentoo,shopfront,L,店,1474
2827,店長,2930,"general noun",tentyoo,"shop manager",L,店,1474
3360,店内,2246,"general noun",tennai,"store interior",L,店,1474
3744,店主,1874,"general noun",tensyu,shopkeeper,L,店,1474
8878,店名,305,"general noun",tenmei,"store name",L,店,1474
9152,店先,280,"general noun",misesaki,storefront,L,店,1474
12952,店番,99,"light-verb -suru attached",miseban,"store tending",L,店,1474
17054,店屋,32,"general noun",miseya,store,L,店,1474
17260,店子,30,"general noun",tanako,tenant,L,店,1474
23890,店賃,4,"general noun",tanatin,"house rent",L,店,1474
1395,支店,7883,"general noun",siten,"branch office",R,店,1474
1777,商店,5808,"general noun",syooten,shop,R,店,1474
1779,書店,5807,"general noun",syoten,bookshop,R,店,1474
2496,本店,3546,"general noun",honten,"head office",R,店,1474
2931,出店,2753,"light-verb -suru attached",syutten,"setting up a stall or booth",R,店,1474
3754,開店,1867,"light-verb -suru attached",kaiten,opening,R,店,1474
3817,同店,1806,"general noun",dooten,"the same store",R,店,1474
4913,閉店,1143,"light-verb -suru attached",heiten,"closing up shop",R,店,1474
5823,来店,808,"light-verb -suru attached",raiten,"coming to the store",R,店,1474
6666,売店,603,"general noun",baiten,shop,R,店,1474
7220,全店,510,"general noun",zenten,"the whole store",R,店,1474
8193,各店,373,"general noun",kakuten,"each shop",R,店,1474
8742,露店,318,"general noun",roten,"street stall",R,店,1474
11238,質店,156,"general noun",sitimise,pawnshop,R,店,1474
12528,飯店,111,"general noun",hanten,"Chinese restaurant",R,店,1474
12592,名店,109,"general noun",meiten,"well-known store",R,店,1474
13575,薬店,84,"general noun",yakuten,pharmacy,R,店,1474
15447,茶店,50,"general noun",tyamise,"tea house",R,店,1474
15472,夜店,50,"general noun",yomise,"night stall",R,店,1474
16192,当店,41,"general noun",tooten,"this store",R,店,1474
22810,裏店,6,"general noun",uradana,"house in an alley",R,店,1474
25470,小店,2,"general noun",syooten,"little shop",R,店,1474
25689,張店,2,"general noun",harimise,"displaying prostitutes behind a grille",R,店,1474
26394,貴店,1,"general noun",kiten,"your store or shop",R,店,1474
26497,空店,1,"general noun",akidana,"empty house",R,店,1474
26912,床店,1,"general noun",tokomise,"booth or stall in front of a home",R,店,1474
1302,点検,8582,"light-verb -suru attached",tenken,inspection,L,点,1475
3264,点字,2337,"general noun",tenzi,Braille,L,点,1475
3643,点数,1964,"general noun",tensuu,marks,L,点,1475
3715,点滴,1902,"light-verb -suru attached",tenteki,raindrops,L,点,1475
4650,点灯,1268,"light-verb -suru attached",tentoo,lighting,L,点,1475
5449,点在,933,"light-verb -suru attached",tenzai,"dotted with",L,点,1475
5531,点差,905,"general noun",tensa,"point spread",L,点,1475
6011,点火,759,"light-verb -suru attached",tenka,ignition,L,点,1475
8037,点滅,392,"light-verb -suru attached",tenmetu,"switching on and off",L,点,1475
9417,点訳,258,"light-verb -suru attached",tenyaku,"translating into Braille",L,点,1475
10660,点描,182,"light-verb -suru attached",tenbyoo,sketching,L,点,1475
12681,点呼,106,"light-verb -suru attached",tenko,roll-call,L,点,1475
12915,点々,100,"adjectival noun, na-adjective",tenten,"here and there",L,点,1475
13184,点眼,93,"light-verb -suru attached",tengan,"dropping medicine in the eyes",L,点,1475
